9
93094.00;62.00
86087.00;65.00
87088.00;64.00
88089.00;71.00
89090.00;78.00
90091.00;68.00
91092.00;63.00
92093.00;65.00
93094.00;62.00
86087.00;65.00
87088.00;64.00
88089.00;71.00
89090.00;78.00
90091.00;68.00
91092.00;63.00
92093.00;65.00
93094.00;62.00
0.00;67.00
1000.00;69.00
2001.00;73.00
3002.00;78.00
4003.00;70.00
5004.00;72.00
